"Config_File",Stanza,Setting,"Current_Value","Proposed_Value","Stanza_Description","Setting_Description"
server,watchdog,pstacksEndpoint,,,,"NEW_SETTING"
server,watchdog,responseTimeout,,,,"NEW_SETTING"
server,"watchdog:timeouts",reaperThread,,,,"NEW_SETTING"
server,"watchdogaction:pstacks",batchStacksThreshold,,,,"NEW_SETTING"
server,"watchdogaction:pstacks",dumpAllThreads,,,,"NEW_SETTING"
server,"watchdogaction:pstacks",maxStacksPerBlock,,,,"NEW_SETTING"
server,"watchdogaction:pstacks",stacksBufferSizeOrder,,,,"NEW_SETTING"
server,"watchdogaction:script",forceStop,,,,"NEW_SETTING"
server,"watchdogaction:script",forceStopOnShutdown,,,,"NEW_SETTING"
server,"watchdogaction:script",path,,,,"NEW_SETTING"
server,"watchdogaction:script",useShell,,,,"NEW_SETTING"
web,settings,allowSslCompression,FALSE,,,
web,settings,allowSslRenegotiation,TRUE,,,
web,settings,allowSsoWithoutChangingServerConf,FALSE,,,
web,settings,appNavReportsLimit,500,,,
web,settings,appServerPorts,8065,,,
web,settings,busyKeepAliveIdleTimeout,12,,,
web,settings,cacheBytesLimit,4194304,,,
web,settings,cacheEntriesLimit,16384,,,
web,settings,"choropleth_shape_limit",10000,,,
web,settings,"dashboard_html_allow_inline_styles",TRUE,,,
web,settings,dedicatedIoThreads,FALSE,,,
web,settings,enableSplunkWebClientNetloc,FALSE,,,
web,settings,enableSplunkWebSSL,TRUE,,,
web,settings,enableWebDebug,FALSE,,,
web,settings,"enable_autocomplete_login",FALSE,,,
web,settings,"enable_gzip",TRUE,,,
web,settings,"enable_insecure_login",FALSE,,,
web,settings,"enable_pivot_adhoc_acceleration",TRUE,,,
web,settings,"enable_proxy_write",TRUE,,,
web,settings,"enable_risky_command_check",TRUE,,,
web,settings,"enabled_decomposers",plot,,,
web,settings,"engine.autoreload_on",FALSE,,,
web,settings,"flash_major_version",9,,,
web,settings,"flash_minor_version",FALSE,,,
web,settings,"flash_revision_version",124,,,
web,settings,forceHttp10,auto,,,
web,settings,httpport,8000,,,
web,settings,"job_max_polling_interval",1000,,,
web,settings,"job_min_polling_interval",100,,,
web,settings,"js_logger_mode",None,,,
web,settings,"js_logger_mode_server_max_buffer",100,,,
web,settings,"js_logger_mode_server_poll_buffer",1000,,,
web,settings,"jschart_results_limit",10000,,,
web,settings,"jschart_series_limit",100,,,
web,settings,"jschart_test_mode",FALSE,,,
web,settings,"jschart_truncation_limit.chrome",50000,,,
web,settings,"jschart_truncation_limit.firefox",50000,,,
web,settings,"jschart_truncation_limit.ie11",50000,,,
web,settings,"jschart_truncation_limit.safari",50000,,,
web,settings,keepAliveIdleTimeout,7200,,,
web,settings,listenOnIPv6,FALSE,,,
web,settings,"log.access_maxfiles",5,,,
web,settings,"log.access_maxsize",25000000,,,
web,settings,"log.error_maxfiles",5,,,
web,settings,"log.error_maxsize",25000000,,,
web,settings,"log.screen",TRUE,,,
web,settings,loginBackgroundImageOption,default,,,
web,settings,loginDocumentTitleOption,default,,,
web,settings,loginFooterOption,default,,,
web,settings,maxSockets,FALSE,,,
web,settings,maxThreads,FALSE,,,
web,settings,"max_view_cache_size",1000,,,
web,settings,"override_JSON_MIME_type_with_text_plain",TRUE,,,
web,settings,"pdfgen_is_available",TRUE,,,
web,settings,"pivot_adhoc_acceleration_mode",Elastic,,,
web,settings,remoteGroupsMatchExact,FALSE,,,
web,settings,remoteGroupsQuoted,FALSE,,,
web,settings,remoteUserMatchExact,FALSE,,,
web,settings,"request.show_tracebacks",TRUE,,,
web,settings,"response.timeout",7200,,,
web,settings,sendStrictTransportSecurityHeader,FALSE,,,
web,settings,showProductMenu,FALSE,,,
web,settings,showUserMenuProfile,FALSE,,,
web,settings,"simple_error_page",FALSE,,,
web,settings,splunkdConnectionTimeout,90,,,
web,settings,startwebserver,TRUE,,,
web,settings,staticCompressionLevel,9,,,
web,settings,"tools.decode.on",TRUE,,,
web,settings,"tools.encode.on",TRUE,,,
web,settings,"tools.sessions.forceSecure",FALSE,,,
web,settings,"tools.sessions.httponly",TRUE,,,
web,settings,"tools.sessions.timeout",,,,"NEW_SETTING"
web,settings,"ui_inactivity_timeout",,,,"NEW_SETTING"
