"Splunk_Role","splunk_server",app,sharing,stanza,title,attribute,transform,overwrite,value,author,type,updated
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","splunk_app_infrastructure",global,"vmware:vclog:vpxd","vmware:vclog:vpxd : REPORT-vpxd-6x","REPORT-vpxd-6x",,,"vc_vpxd_fields_6x",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","splunk_app_infrastructure",global,"vmware:vclog:vpxd-profiler","vmware:vclog:vpxd-profiler : EXTRACT-extract_kv_pairs","EXTRACT-extract_kv_pairs",,,"(vpxd-profiler\s)?(?<key>.+)[\s](?<value>[^\s]+)",SYSTEM,Inline,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","splunk_app_infrastructure",global,"vmware:vclog:vws","vmware:vclog:vws : REPORT-vws-5x","REPORT-vws-5x",,,"vc_vws_fields_5x",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","splunk_app_infrastructure",global,"vmware:vclog:vws","vmware:vclog:vws : REPORT-vws-6x","REPORT-vws-6x",,,"vc_vws_fields_6x",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","splunk_archiver",global,"source::.../var/log/splunk/splunk_archiver.log(.\d+)?","source::.../var/log/splunk/splunk_archiver.log(.\d+)? : EXTRACT-severity,logger","EXTRACT-severity,logger",,,".*?(?<severity>[A-Z]+) ((?<logger>[^\s]+) \-)*",SYSTEM,Inline,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","splunk_monitoring_console",global,audittrail,"audittrail : EXTRACT-apiEndTime","EXTRACT-apiEndTime",,,"apiEndTime=\'(?<apiEndTime>[^\']*?)\'",SYSTEM,Inline,"1577664920.000000"
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","splunk_monitoring_console",global,audittrail,"audittrail : EXTRACT-apiStartTime","EXTRACT-apiStartTime",,,"apiStartTime=\'(?<apiStartTime>[^\']*?)\'",SYSTEM,Inline,"1577664920.000000"
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","splunk_monitoring_console",global,audittrail,"audittrail : EXTRACT-search_id","EXTRACT-search_id",,,"search_id=\'(?<search_id>[^\']*?)\'",SYSTEM,Inline,"1577664920.000000"
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","splunk_monitoring_console",global,audittrail,"audittrail : EXTRACT-search_string","EXTRACT-search_string",,,"search=\'(?<search>.*?)\',\sautojoin",SYSTEM,Inline,"1577664920.000000"
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","splunk_monitoring_console",global,splunkd,"splunkd : EXTRACT-bundle_dir_reaper_max_ms","EXTRACT-bundle_dir_reaper_max_ms",,,"Bundle_Directory_Reaper_Max_Time\(ms\)=(?<bundle_dir_reaper_max_ms>\d+(\.\d+)?)",SYSTEM,Inline,"1577664920.000000"
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","splunk_monitoring_console",global,splunkd,"splunkd : EXTRACT-bundle_dir_reaper_mean_ms","EXTRACT-bundle_dir_reaper_mean_ms",,,"Bundle_Directory_Reaper_Mean_Time\(ms\)=(?<bundle_dir_reaper_mean_ms>\d+(\.\d+)?)",SYSTEM,Inline,"1577664920.000000"
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","splunk_monitoring_console",global,splunkd,"splunkd : EXTRACT-compute_search_quota_max_ms","EXTRACT-compute_search_quota_max_ms",,,"Compute_Search_Quota_Max_Time\(ms\)=(?<compute_search_quota_max_ms>\d+(\.\d+)?)",SYSTEM,Inline,"1577664920.000000"
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","splunk_monitoring_console",global,splunkd,"splunkd : EXTRACT-compute_search_quota_mean_ms","EXTRACT-compute_search_quota_mean_ms",,,"Compute_Search_Quota_Mean_Time\(ms\)=(?<compute_search_quota_mean_ms>\d+(\.\d+)?)",SYSTEM,Inline,"1577664920.000000"
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","splunk_monitoring_console",global,splunkd,"splunkd : EXTRACT-dispatch_dir_reaper_max_ms","EXTRACT-dispatch_dir_reaper_max_ms",,,"Dispatch_Directory_Reaper_Max_Time\(ms\)=(?<dispatch_dir_reaper_max_ms>\d+(\.\d+)?)",SYSTEM,Inline,"1577664920.000000"
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","splunk_monitoring_console",global,splunkd,"splunkd : EXTRACT-dispatch_dir_reaper_mean_ms","EXTRACT-dispatch_dir_reaper_mean_ms",,,"Dispatch_Directory_Reaper_Mean_Time\(ms\)=(?<dispatch_dir_reaper_mean_ms>\d+(\.\d+)?)",SYSTEM,Inline,"1577664920.000000"
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","splunk_monitoring_console",global,splunkd,"splunkd : EXTRACT-enqueue_searches_count","EXTRACT-enqueue_searches_count",,,"enqueue_seaches_count=(?<enqueue_searches_count>\d+)",SYSTEM,Inline,"1577664920.000000"
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","splunk_monitoring_console",global,splunkd,"splunkd : EXTRACT-get_auth_max_ms","EXTRACT-get_auth_max_ms",,,"Get_Authentication_Max_Time\(ms\)=(?<get_auth_max_ms>\d+(\.\d+)?)",SYSTEM,Inline,"1577664920.000000"
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","splunk_monitoring_console",global,splunkd,"splunkd : EXTRACT-get_auth_mean_ms","EXTRACT-get_auth_mean_ms",,,"Get_Authentication_Mean_Time\(ms\)=(?<get_auth_mean_ms>\d+(\.\d+)?)",SYSTEM,Inline,"1577664920.000000"
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","splunk_monitoring_console",global,splunkd,"splunkd : EXTRACT-get_bundleList_max_ms","EXTRACT-get_bundleList_max_ms",,,"Get_BundleList_Max_Time\(ms\)=(?<get_bundleList_max_ms>\d+(\.\d+)?)",SYSTEM,Inline,"1577664920.000000"
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","splunk_monitoring_console",global,splunkd,"splunkd : EXTRACT-get_bundleList_mean_ms","EXTRACT-get_bundleList_mean_ms",,,"Get_BundleList_Mean_Time\(ms\)=(?<get_bundleList_mean_ms>\d+(\.\d+)?)",SYSTEM,Inline,"1577664920.000000"
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","splunk_monitoring_console",global,splunkd,"splunkd : EXTRACT-get_serverInfo_max_ms","EXTRACT-get_serverInfo_max_ms",,,"Get_ServerInfo_Max_Time\(ms\)=(?<get_serverInfo_max_ms>\d+(\.\d+)?)",SYSTEM,Inline,"1577664920.000000"
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL","splunk_monitoring_console",global,splunkd,"splunkd : EXTRACT-get_serverInfo_mean_ms","EXTRACT-get_serverInfo_mean_ms",,,"Get_ServerInfo_Mean_Time\(ms\)=(?<get_serverInfo_mean_ms>\d+(\.\d+)?)",SYSTEM,Inline,"1577664920.000000"
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",system,system,ActiveDirectory,"ActiveDirectory : EXTRACT-GUID","EXTRACT-GUID",,,"(?i)(?!=\w)(?:objectguid|guid)\s*=\s*(?<guid_lookup>[\w\-]+)",SYSTEM,Inline,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",system,system,ActiveDirectory,"ActiveDirectory : EXTRACT-SID","EXTRACT-SID",,,"objectSid\s*=\s*(?<sid_lookup>\S+)",SYSTEM,Inline,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",system,system,ActiveDirectory,"ActiveDirectory : REPORT-MESSAGE","REPORT-MESSAGE",,,"ad-kv",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",system,system,PerformanceMonitor,"PerformanceMonitor : REPORT-MESSAGE","REPORT-MESSAGE",,,"perfmon-kv",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",system,system,"access_combined","access_combined : REPORT-access","REPORT-access",,,"access-extractions",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",system,system,"access_combined_wcookie","access_combined_wcookie : REPORT-access","REPORT-access",,,"access-extractions",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",system,system,"access_common","access_common : REPORT-access","REPORT-access",,,"access-extractions",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",system,system,"anaconda_syslog","anaconda_syslog : REPORT-syslog","REPORT-syslog",,,"syslog-extractions",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",system,system,"cisco_syslog","cisco_syslog : REPORT-syslog","REPORT-syslog",,,"syslog-extractions",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",system,system,"db2_diag","db2_diag : REPORT-st","REPORT-st",,,db2,SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",system,system,fileTrackerCrcLog,"fileTrackerCrcLog : EXTRACT-1","EXTRACT-1",,,"(?<_KEY_1>\S+)::(?<_VAL_1>\S+)",SYSTEM,Inline,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",system,system,"linux_messages_syslog","linux_messages_syslog : REPORT-syslog","REPORT-syslog",,,"syslog-extractions",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",system,system,"linux_secure","linux_secure : REPORT-syslog","REPORT-syslog",,,"syslog-extractions",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",system,system,"osx_asl","osx_asl : REPORT-asl","REPORT-asl",,,"bracket-space",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",system,system,"postfix_syslog","postfix_syslog : REPORT-syslog","REPORT-syslog",,,"syslog-extractions",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",system,system,"sendmail_syslog","sendmail_syslog : REPORT-syslog","REPORT-syslog",,,"sendmail-extractions",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",system,system,snort,"snort : REPORT-tcp","REPORT-tcp",,,"tcpdump-endpoints, colon-kv",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",system,system,"source::....(?i)(evt|evtx)(.\d+)?","source::....(?i)(evt|evtx)(.\d+)? : REPORT-MESSAGE","REPORT-MESSAGE",,,"wel-message, wel-eq-kv, wel-col-kv",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",system,system,"source::PerfmonMk...","source::PerfmonMk... : EXTRACT-collection,category,object","EXTRACT-collection,category,object",,,"collection=\""?(?P<collection>[^\""\n]+)\""?\ncategory=\""?(?P<category>[^\""\n]+)\""?\nobject=\""?(?P<object>[^\""\n]+)\""?\n",SYSTEM,Inline,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",system,system,"source::WMI...","source::WMI... : REPORT-MESSAGE","REPORT-MESSAGE",,,"wel-message, wel-eq-kv, wel-col-kv",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",system,system,"source::WinEventLog...","source::WinEventLog... : REPORT-MESSAGE","REPORT-MESSAGE",,,"wel-message, wel-eq-kv, wel-col-kv",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",system,system,"splunk_search_messages","splunk_search_messages : EXTRACT-log_level","EXTRACT-log_level",,,"(?i)^(?:[^ ]* ){2}(?:[+\-]\d+ )?(?P<log_level>[^ ]*)",SYSTEM,Inline,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",system,system,"splunk_search_messages","splunk_search_messages : EXTRACT-message","EXTRACT-message",,,".*?(message=)(?<message>.*)$",SYSTEM,Inline,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",system,system,"splunk_web_access","splunk_web_access : EXTRACT-extract_spent","EXTRACT-extract_spent",,,"\s(?<spent>\d+(\.\d+)?)ms$",SYSTEM,Inline,
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",system,system,"splunk_web_access","splunk_web_access : REPORT-access","REPORT-access",,,"access-extractions",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",system,system,"splunk_web_service","splunk_web_service : REPORT-fields","REPORT-fields",,,"splunk-service-extractions",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",system,system,"splunkd_access","splunkd_access : REPORT-access","REPORT-access",,,"access-extractions, extract_spent",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",system,system,"splunkd_remote_searches","splunkd_remote_searches : REPORT-fields","REPORT-fields",,,"remote_searches_extractions_starting,remote_searches_extractions_terminated",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",system,system,"splunkd_ui_access","splunkd_ui_access : REPORT-access","REPORT-access",,,"access-extractions, extract_spent",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",system,system,stash,"stash : REPORT-1","REPORT-1",,,"stash_extract",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",system,system,syslog,"syslog : REPORT-syslog","REPORT-syslog",,,"syslog-extractions",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",system,system,tcp,"tcp : REPORT-tcp","REPORT-tcp",,,"tcpdump-endpoints, colon-kv",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",system,system,"weblogic_stdout","weblogic_stdout : REPORT-st","REPORT-st",,,"weblogic-code",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",system,system,"websphere_activity","websphere_activity : REPORT-st","REPORT-st",,,"colon-line",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",system,system,"websphere_trlog","websphere_trlog : REPORT-st","REPORT-st",,,"was-trlog-code",SYSTEM,"Uses transform",
"PROD-SH","IP-10-0-1-70.US-WEST-2.COMPUTE.INTERNAL",system,system,"windows_snare_syslog","windows_snare_syslog : REPORT-syslog","REPORT-syslog",,,"syslog-extractions",SYSTEM,"Uses transform",
